Student_ID,Age,Education_Level,Engagement_Level,Learning_Style
S01462,28,Undergraduate,Medium,Kinesthetic
S01463,25,Undergraduate,Medium,Auditory
S01464,49,Undergraduate,Medium,Reading/Writing
S01465,39,Undergraduate,Medium,Auditory
S01466,22,High School,High,Reading/Writing
S01467,26,Undergraduate,Low,Reading/Writing
S01468,20,High School,Medium,Reading/Writing
S01469,49,High School,High,Auditory
S01470,44,High School,Medium,Kinesthetic
S01471,16,Undergraduate,Medium,Auditory
S01472,26,Undergraduate,Medium,Visual
S01473,16,Postgraduate,Medium,Visual
S01474,19,High School,High,Reading/Writing
S01475,32,High School,Medium,Kinesthetic
S01476,20,Undergraduate,Medium,Auditory
S01477,28,Postgraduate,Low,Kinesthetic
S01478,18,Postgraduate,Medium,Visual
S01479,47,High School,Medium,Auditory
S01480,16,Postgraduate,Medium,Visual
S01481,35,High School,Low,Reading/Writing
S01482,36,Undergraduate,Low,Kinesthetic
S01483,26,Undergraduate,Medium,Auditory
S01484,42,Undergraduate,Medium,Kinesthetic
S01485,30,Undergraduate,High,Reading/Writing
S01486,49,Undergraduate,High,Reading/Writing
S01487,27,Undergraduate,Medium,Reading/Writing
S01488,44,Postgraduate,Medium,Reading/Writing
S01489,42,Undergraduate,Medium,Reading/Writing
S01490,44,Postgraduate,Medium,Visual
S01491,44,Undergraduate,Low,Kinesthetic
S01492,25,Undergraduate,High,Reading/Writing
S01493,49,Undergraduate,Medium,Auditory
S01494,44,Undergraduate,Medium,Reading/Writing
S01495,37,Undergraduate,Medium,Auditory
S01496,38,High School,Medium,Auditory
S01497,35,Undergraduate,High,Visual
S01498,18,Undergraduate,Medium,Visual
S01499,36,Undergraduate,Low,Reading/Writing
S01500,47,Undergraduate,High,Visual
S01501,36,High School,Medium,Reading/Writing
S01502,15,High School,Medium,Reading/Writing
S01503,33,Postgraduate,Medium,Kinesthetic
S01504,37,Postgraduate,High,Reading/Writing
S01505,38,Undergraduate,High,Kinesthetic
S01506,38,Undergraduate,Medium,Visual
S01507,36,High School,Medium,Kinesthetic
S01508,49,High School,Medium,Visual
S01509,39,Postgraduate,High,Auditory
S01510,32,High School,Low,Reading/Writing
S01511,37,Postgraduate,Medium,Visual
S01512,15,Postgraduate,Medium,Visual
S01513,41,Undergraduate,Medium,Visual
S01514,34,High School,High,Auditory
S01515,41,Undergraduate,Medium,Visual
S01516,21,Undergraduate,Medium,Kinesthetic
S01517,18,Postgraduate,High,Auditory
S01518,42,Undergraduate,Medium,Visual
S01519,46,Undergraduate,Low,Visual
S01520,44,Undergraduate,High,Visual
S01521,31,Postgraduate,Medium,Auditory
S01522,25,Undergraduate,Low,Visual
S01523,32,Undergraduate,Low,Visual
S01524,27,Postgraduate,High,Reading/Writing
S01525,33,High School,Medium,Visual
S01526,44,Postgraduate,Medium,Reading/Writing
S01527,39,High School,High,Auditory
S01528,33,High School,Medium,Reading/Writing
S01529,18,High School,Medium,Kinesthetic
S01530,27,High School,High,Visual
S01531,29,High School,Low,Auditory
S01532,40,High School,High,Visual
S01533,40,High School,Medium,Kinesthetic
S01534,25,Postgraduate,Medium,Auditory
S01535,31,Undergraduate,Medium,Auditory
S01536,49,High School,Low,Kinesthetic
S01537,33,Undergraduate,Medium,Reading/Writing
S01538,26,High School,High,Visual
S01539,46,High School,Low,Reading/Writing
S01540,43,Undergraduate,High,Auditory
S01541,34,High School,High,Visual
S01542,20,Undergraduate,Medium,Auditory
S01543,30,Undergraduate,High,Kinesthetic
S01544,19,Undergraduate,High,Auditory
S01545,45,High School,High,Visual
S01546,18,High School,Medium,Reading/Writing
S01547,49,Undergraduate,Medium,Auditory
S01548,39,Undergraduate,Medium,Auditory
S01549,29,Undergraduate,High,Visual
S01550,18,Undergraduate,High,Auditory
S01551,45,Postgraduate,Medium,Auditory
S01552,43,High School,High,Visual
S01553,29,Undergraduate,Medium,Visual
S01554,43,Undergraduate,Medium,Reading/Writing
S01555,24,High School,Medium,Kinesthetic
S01556,23,Postgraduate,Low,Kinesthetic
S01557,43,Undergraduate,Medium,Reading/Writing
S01558,32,Undergraduate,High,Kinesthetic
S01559,45,High School,Medium,Auditory
S01560,15,Undergraduate,Medium,Reading/Writing
S01561,22,Undergraduate,Medium,Kinesthetic
S01562,17,High School,Low,Auditory
S01563,27,Undergraduate,High,Kinesthetic
S01564,27,Undergraduate,High,Kinesthetic
S01565,21,Postgraduate,Medium,Reading/Writing
S01566,17,Undergraduate,Medium,Auditory
S01567,43,High School,High,Visual
S01568,15,Undergraduate,Medium,Auditory
S01569,41,Postgraduate,High,Visual
S01570,28,High School,Medium,Auditory
S01571,48,High School,Medium,Reading/Writing
S01572,18,High School,High,Kinesthetic
S01573,39,High School,Medium,Reading/Writing
S01574,45,Postgraduate,Medium,Kinesthetic
S01575,32,Postgraduate,Medium,Reading/Writing
S01576,37,Postgraduate,Medium,Reading/Writing
S01577,27,High School,Low,Visual
S01578,42,Undergraduate,Medium,Kinesthetic
S01579,28,High School,Medium,Auditory
S01580,37,High School,Medium,Visual
S01581,31,Undergraduate,Medium,Reading/Writing
S01582,38,Undergraduate,Medium,Reading/Writing
S01583,35,Undergraduate,High,Kinesthetic
S01584,24,Undergraduate,Low,Reading/Writing
S01585,43,Undergraduate,High,Reading/Writing
S01586,21,Undergraduate,Medium,Visual
S01587,20,Undergraduate,High,Visual
S01588,28,Undergraduate,Medium,Visual
S01589,23,Undergraduate,Medium,Auditory
S01590,25,Undergraduate,Medium,Visual
S01591,46,High School,Low,Kinesthetic
S01592,44,High School,Low,Visual
S01593,45,Postgraduate,Medium,Kinesthetic
S01594,48,Undergraduate,Low,Auditory
S01595,39,Postgraduate,Medium,Kinesthetic
S01596,42,High School,Medium,Auditory
S01597,40,Undergraduate,Medium,Auditory
S01598,40,Undergraduate,High,Auditory
S01599,21,Undergraduate,Medium,Reading/Writing
S01600,29,Undergraduate,Medium,Visual
S01601,39,Undergraduate,High,Auditory
S01602,22,Postgraduate,High,Auditory
S01603,17,Undergraduate,Medium,Auditory
S01604,43,Undergraduate,High,Visual
S01605,32,Postgraduate,Medium,Reading/Writing
S01606,48,Undergraduate,Medium,Visual
S01607,48,Undergraduate,High,Auditory
S01608,21,Undergraduate,Medium,Visual
S01609,28,Undergraduate,High,Visual
S01610,32,Undergraduate,Medium,Auditory
S01611,17,Postgraduate,Medium,Reading/Writing
S01612,24,Undergraduate,Medium,Visual
S01613,47,Undergraduate,High,Reading/Writing
S01614,40,Undergraduate,Medium,Visual
S01615,37,Undergraduate,Medium,Auditory
S01616,41,Undergraduate,Low,Visual
S01617,42,High School,Medium,Kinesthetic
S01618,29,Undergraduate,High,Reading/Writing
S01619,25,High School,High,Reading/Writing
S01620,28,High School,High,Visual
S01621,15,High School,Low,Visual
S01622,48,Postgraduate,High,Kinesthetic
S01623,23,Postgraduate,Medium,Reading/Writing
S01624,46,Undergraduate,Medium,Reading/Writing
S01625,33,Postgraduate,Medium,Kinesthetic
S01626,24,Undergraduate,High,Kinesthetic
S01627,42,Undergraduate,High,Auditory
S01628,22,Postgraduate,High,Visual
S01629,22,Postgraduate,Low,Reading/Writing
S01630,42,Postgraduate,Medium,Kinesthetic
S01631,40,High School,Medium,Kinesthetic
S01632,46,Undergraduate,Medium,Kinesthetic
S01633,32,Undergraduate,Medium,Auditory
S01634,43,High School,Medium,Visual
S01635,48,High School,High,Auditory
S01636,41,Undergraduate,Low,Reading/Writing
S01637,19,Undergraduate,Medium,Auditory
S01638,40,Undergraduate,Medium,Auditory
S01639,17,Undergraduate,High,Kinesthetic
S01640,29,Undergraduate,High,Reading/Writing
S01641,17,High School,Medium,Reading/Writing
S01642,49,Undergraduate,Medium,Reading/Writing
S01643,28,Undergraduate,Medium,Visual
S01644,48,Undergraduate,Medium,Kinesthetic
S01645,27,Undergraduate,High,Kinesthetic
S01646,33,Undergraduate,Medium,Reading/Writing
S01647,22,Undergraduate,Medium,Reading/Writing
S01648,26,Postgraduate,Medium,Visual
S01649,46,Postgraduate,Low,Kinesthetic
S01650,35,Undergraduate,High,Kinesthetic
S01651,23,Undergraduate,Low,Auditory
S01652,21,Undergraduate,Low,Visual
S01653,24,High School,High,Kinesthetic
S01654,22,High School,Medium,Kinesthetic
S01655,30,Undergraduate,Medium,Visual
S01656,42,Undergraduate,Medium,Reading/Writing
S01657,38,High School,Medium,Kinesthetic
S01658,44,Postgraduate,High,Kinesthetic
S01659,42,Undergraduate,Medium,Kinesthetic
S01660,19,High School,Medium,Reading/Writing
S01661,21,Undergraduate,Low,Reading/Writing
S01662,37,Undergraduate,Medium,Kinesthetic
S01663,19,High School,Low,Kinesthetic
S01664,37,Postgraduate,Medium,Reading/Writing
S01665,18,Undergraduate,Low,Kinesthetic
S01666,19,Undergraduate,Medium,Visual
S01667,37,Undergraduate,Medium,Kinesthetic
S01668,32,High School,High,Kinesthetic
S01669,29,Undergraduate,Low,Kinesthetic
S01670,40,Undergraduate,High,Kinesthetic
S01671,30,Undergraduate,Low,Visual
S01672,18,Undergraduate,Low,Reading/Writing
S01673,21,Postgraduate,Low,Auditory
S01674,29,Undergraduate,Low,Visual
S01675,29,Undergraduate,Medium,Visual
S01676,35,High School,Low,Kinesthetic
S01677,41,Postgraduate,Medium,Visual
S01678,41,Undergraduate,Medium,Kinesthetic
S01679,43,High School,High,Reading/Writing
S01680,42,High School,Medium,Reading/Writing
S01681,34,Undergraduate,Medium,Kinesthetic
S01682,29,Undergraduate,Medium,Reading/Writing
S01683,24,Postgraduate,Medium,Kinesthetic
S01684,43,High School,High,Auditory
S01685,39,Undergraduate,High,Visual
S01686,33,High School,High,Auditory
S01687,37,High School,Low,Visual
S01688,30,Postgraduate,Medium,Kinesthetic
S01689,24,Undergraduate,High,Visual
S01690,18,Undergraduate,Medium,Auditory
S01691,19,Undergraduate,Medium,Visual
S01692,41,Postgraduate,High,Visual
S01693,32,High School,Medium,Kinesthetic
S01694,18,Postgraduate,Medium,Reading/Writing
S01695,48,Undergraduate,High,Reading/Writing
S01696,48,Undergraduate,Medium,Kinesthetic
S01697,29,High School,Medium,Visual
S01698,22,Undergraduate,High,Auditory
S01699,22,Undergraduate,Medium,Visual
S01700,22,Undergraduate,Medium,Reading/Writing
S01701,38,High School,Medium,Visual
S01702,31,High School,Medium,Auditory
S01703,38,High School,High,Visual
S01704,28,High School,Medium,Reading/Writing
S01705,39,High School,Low,Reading/Writing
S01706,31,High School,High,Visual
S01707,47,Undergraduate,Medium,Reading/Writing
S01708,25,High School,Medium,Reading/Writing
S01709,19,Undergraduate,Medium,Auditory
S01710,16,Postgraduate,High,Reading/Writing
S01711,30,Undergraduate,Low,Kinesthetic
S01712,31,High School,Medium,Kinesthetic
S01713,23,Undergraduate,High,Kinesthetic
S01714,40,High School,Low,Auditory
S01715,36,High School,Medium,Kinesthetic
S01716,36,Undergraduate,Low,Visual
S01717,16,Undergraduate,Medium,Kinesthetic
S01718,26,High School,Low,Kinesthetic
S01719,26,Undergraduate,High,Kinesthetic
S01720,25,High School,High,Auditory
S01721,28,High School,Medium,Visual
S01722,39,Undergraduate,Low,Kinesthetic
S01723,44,Undergraduate,Low,Reading/Writing
S01724,46,High School,Low,Auditory
S01725,23,Postgraduate,Low,Kinesthetic
S01726,15,High School,High,Kinesthetic
S01727,16,Undergraduate,High,Visual
S01728,28,Postgraduate,Medium,Visual
S01729,38,High School,High,Reading/Writing
S01730,47,Undergraduate,Medium,Reading/Writing
S01731,25,High School,High,Visual
S01732,43,Undergraduate,Low,Kinesthetic
S01733,29,Undergraduate,Low,Kinesthetic
S01734,21,Undergraduate,Low,Visual
S01735,39,Undergraduate,Medium,Reading/Writing
S01736,15,High School,Medium,Kinesthetic
S01737,33,Postgraduate,High,Auditory
S01738,32,Undergraduate,Low,Reading/Writing
S01739,18,Postgraduate,Medium,Kinesthetic
S01740,20,Undergraduate,Medium,Visual
S01741,43,High School,Medium,Reading/Writing
S01742,32,High School,Medium,Visual
S01743,19,High School,Medium,Auditory
S01744,38,Undergraduate,High,Auditory
S01745,39,Undergraduate,High,Reading/Writing
S01746,15,Undergraduate,Medium,Reading/Writing
S01747,29,High School,Medium,Auditory
S01748,36,Undergraduate,Medium,Auditory
S01749,19,High School,High,Visual
S01750,45,Undergraduate,High,Auditory
S01751,41,High School,High,Visual
S01752,47,Undergraduate,Medium,Visual
S01753,16,Postgraduate,High,Reading/Writing
S01754,42,High School,Medium,Auditory
S01755,46,High School,High,Visual
S01756,24,Undergraduate,Medium,Visual
S01757,30,Undergraduate,High,Reading/Writing
S01758,18,Undergraduate,Medium,Auditory
S01759,26,Undergraduate,Medium,Visual
S01760,39,High School,Medium,Reading/Writing
S01761,47,Postgraduate,High,Reading/Writing
S01762,23,Postgraduate,Low,Kinesthetic
S01763,23,High School,High,Auditory
S01764,33,Undergraduate,Medium,Reading/Writing
S01765,15,Undergraduate,Medium,Reading/Writing
S01766,28,High School,High,Kinesthetic
S01767,36,High School,Low,Visual
S01768,29,Postgraduate,Medium,Kinesthetic
S01769,44,Undergraduate,Medium,Visual
S01770,31,High School,Medium,Reading/Writing
S01771,31,High School,Medium,Reading/Writing
S01772,39,Undergraduate,High,Kinesthetic
S01773,45,High School,Medium,Auditory
S01774,41,High School,Low,Reading/Writing
S01775,30,Undergraduate,Medium,Visual
S01776,35,Postgraduate,High,Auditory
S01777,35,Undergraduate,Low,Kinesthetic
S01778,23,Postgraduate,Medium,Kinesthetic
S01779,16,Postgraduate,Medium,Reading/Writing
S01780,32,High School,Medium,Kinesthetic
S01781,22,Undergraduate,High,Kinesthetic
S01782,40,Undergraduate,Low,Reading/Writing
S01783,16,Undergraduate,Medium,Auditory
S01784,21,Undergraduate,High,Visual
S01785,49,Undergraduate,Medium,Auditory
S01786,15,Undergraduate,Medium,Visual
S01787,41,High School,Medium,Reading/Writing
S01788,31,Postgraduate,Medium,Auditory
S01789,31,High School,Medium,Visual
S01790,43,Postgraduate,Medium,Visual
S01791,38,High School,High,Reading/Writing
S01792,28,Undergraduate,Medium,Auditory
S01793,37,Undergraduate,Low,Auditory
S01794,34,High School,Low,Auditory
S01795,49,Undergraduate,High,Reading/Writing
S01796,25,High School,High,Auditory
S01797,21,Undergraduate,Medium,Reading/Writing
S01798,19,High School,Medium,Auditory
S01799,46,Undergraduate,Low,Auditory
S01800,36,Postgraduate,Medium,Reading/Writing
S01801,37,High School,Medium,Reading/Writing
S01802,39,Undergraduate,Medium,Visual
S01803,39,Postgraduate,Medium,Kinesthetic
S01804,46,Postgraduate,High,Auditory
S01805,31,Undergraduate,Medium,Kinesthetic
S01806,30,Postgraduate,Medium,Kinesthetic
S01807,43,High School,Medium,Visual
S01808,19,Undergraduate,Medium,Kinesthetic
S01809,41,High School,Medium,Visual
S01810,26,High School,Medium,Auditory
S01811,23,Undergraduate,High,Auditory
S01812,16,Undergraduate,Medium,Visual
S01813,28,Postgraduate,Medium,Visual
S01814,34,High School,Medium,Reading/Writing
S01815,49,Postgraduate,Low,Auditory
S01816,16,High School,Medium,Reading/Writing
S01817,25,Undergraduate,Medium,Reading/Writing
S01818,28,High School,Medium,Reading/Writing
S01819,29,High School,Medium,Reading/Writing
S01820,26,High School,Medium,Auditory
S01821,49,Undergraduate,High,Auditory
S01822,31,Postgraduate,Medium,Reading/Writing
S01823,29,High School,High,Auditory
S01824,33,High School,High,Kinesthetic
S01825,24,High School,Medium,Kinesthetic
S01826,17,Postgraduate,High,Visual
S01827,35,Undergraduate,Medium,Auditory
S01828,28,Postgraduate,Medium,Visual
S01829,15,Undergraduate,Low,Auditory
S01830,40,Undergraduate,Medium,Visual
S01831,37,Undergraduate,Medium,Reading/Writing
S01832,39,Undergraduate,High,Auditory
S01833,43,Undergraduate,Low,Auditory
S01834,40,High School,Low,Kinesthetic
S01835,23,Undergraduate,High,Visual
S01836,29,Undergraduate,Medium,Reading/Writing
S01837,20,Postgraduate,High,Reading/Writing
S01838,28,High School,Medium,Auditory
S01839,24,High School,Medium,Auditory
S01840,17,Undergraduate,High,Auditory
S01841,44,High School,Medium,Reading/Writing
S01842,28,Postgraduate,High,Visual
S01843,47,Undergraduate,Medium,Auditory
S01844,28,Undergraduate,Medium,Reading/Writing
S01845,19,Undergraduate,Low,Reading/Writing
S01846,40,Undergraduate,Medium,Visual
S01847,40,Undergraduate,Medium,Kinesthetic
S01848,40,High School,High,Kinesthetic
S01849,29,Undergraduate,Low,Visual
S01850,16,Undergraduate,Medium,Reading/Writing
S01851,39,High School,High,Kinesthetic
S01852,19,High School,High,Reading/Writing
S01853,41,Undergraduate,Medium,Kinesthetic
S01854,49,Undergraduate,Low,Visual
S01855,29,Undergraduate,Low,Auditory
S01856,31,High School,Medium,Reading/Writing
S01857,33,High School,Low,Reading/Writing
S01858,26,Undergraduate,High,Reading/Writing
S01859,20,Undergraduate,High,Visual
S01860,26,Undergraduate,Medium,Kinesthetic
S01861,43,Undergraduate,Medium,Auditory
S01862,44,Undergraduate,High,Visual
S01863,35,Postgraduate,High,Visual
S01864,18,Postgraduate,Low,Visual
S01865,37,Undergraduate,High,Reading/Writing
S01866,39,High School,High,Visual
S01867,44,Undergraduate,Medium,Kinesthetic
S01868,39,Undergraduate,Medium,Kinesthetic
S01869,20,Undergraduate,Medium,Auditory
S01870,41,Postgraduate,High,Visual
S01871,47,Undergraduate,Medium,Reading/Writing
S01872,16,Undergraduate,Medium,Auditory
S01873,25,Undergraduate,Medium,Visual
S01874,33,High School,Medium,Visual
S01875,39,Undergraduate,Medium,Reading/Writing
S01876,46,Undergraduate,Medium,Auditory
S01877,30,Undergraduate,Low,Visual
S01878,20,Undergraduate,Medium,Visual
S01879,20,Postgraduate,Low,Visual
S01880,37,Undergraduate,High,Visual
S01881,45,Undergraduate,High,Kinesthetic
S01882,15,Undergraduate,Medium,Kinesthetic
S01883,24,Postgraduate,Medium,Auditory
S01884,42,Postgraduate,Medium,Kinesthetic
S01885,15,High School,Medium,Visual
S01886,15,Undergraduate,Low,Auditory
S01887,33,High School,Medium,Auditory
S01888,29,Undergraduate,High,Auditory
S01889,15,Postgraduate,High,Visual
S01890,27,Postgraduate,Medium,Auditory
S01891,21,Undergraduate,Medium,Auditory
S01892,38,Undergraduate,Low,Reading/Writing
S01893,15,Postgraduate,High,Auditory
S01894,43,Postgraduate,High,Auditory
S01895,30,Undergraduate,Medium,Visual
S01896,24,Undergraduate,Low,Visual
S01897,34,High School,Medium,Reading/Writing
S01898,48,Undergraduate,High,Auditory
S01899,23,Postgraduate,Low,Reading/Writing
S01900,44,High School,High,Kinesthetic
S01901,29,High School,High,Visual
S01902,36,Undergraduate,Low,Reading/Writing
S01903,25,High School,Medium,Reading/Writing
S01904,29,Undergraduate,Medium,Visual
S01905,41,Undergraduate,Medium,Visual
S01906,21,Postgraduate,Medium,Reading/Writing
S01907,23,Undergraduate,High,Reading/Writing
S01908,42,Undergraduate,High,Reading/Writing
S01909,37,Undergraduate,Medium,Auditory
S01910,17,Postgraduate,Medium,Auditory
S01911,31,Undergraduate,High,Reading/Writing
S01912,45,High School,High,Kinesthetic
S01913,15,Undergraduate,Medium,Reading/Writing
S01914,29,High School,Medium,Kinesthetic
S01915,31,Undergraduate,Medium,Visual
S01916,35,Undergraduate,Medium,Kinesthetic
S01917,28,Undergraduate,Medium,Kinesthetic
S01918,17,High School,Medium,Auditory
S01919,30,Postgraduate,High,Kinesthetic
S01920,26,Postgraduate,Medium,Reading/Writing
S01921,46,Undergraduate,Medium,Visual
S01922,31,Undergraduate,Medium,Reading/Writing
S01923,48,Undergraduate,Medium,Visual
S01924,40,High School,Medium,Reading/Writing
S01925,19,Undergraduate,Medium,Auditory
S01926,43,Undergraduate,Medium,Auditory
S01927,28,High School,Medium,Reading/Writing
S01928,25,Undergraduate,Medium,Kinesthetic
S01929,46,High School,Low,Visual
S01930,41,Undergraduate,Medium,Auditory
S01931,21,Postgraduate,High,Auditory
S01932,43,High School,Medium,Auditory
S01933,24,High School,High,Reading/Writing
S01934,18,Postgraduate,Medium,Auditory
S01935,49,Undergraduate,Medium,Kinesthetic
S01936,35,Postgraduate,High,Auditory
S01937,28,Postgraduate,High,Auditory
S01938,22,Postgraduate,High,Reading/Writing
S01939,20,Postgraduate,Medium,Auditory
S01940,27,Postgraduate,Medium,Auditory
S01941,45,High School,High,Visual
S01942,38,High School,High,Kinesthetic
S01943,42,Undergraduate,High,Auditory
S01944,16,Postgraduate,Medium,Auditory
S01945,28,Undergraduate,High,Reading/Writing
S01946,29,Undergraduate,Low,Reading/Writing
S01947,26,Undergraduate,Medium,Auditory
S01948,40,Undergraduate,Medium,Reading/Writing
S01949,41,Undergraduate,Medium,Auditory
S01950,49,Postgraduate,High,Kinesthetic
S01951,15,Postgraduate,High,Auditory
S01952,44,Undergraduate,High,Visual
S01953,47,Undergraduate,High,Reading/Writing
S01954,46,Undergraduate,High,Kinesthetic
S01955,45,High School,Low,Kinesthetic
S01956,47,High School,High,Auditory
S01957,20,Postgraduate,Low,Visual
S01958,27,High School,Medium,Kinesthetic
S01959,37,Undergraduate,Medium,Auditory
S01960,49,High School,High,Visual
S01961,48,Undergraduate,Medium,Kinesthetic
S01962,43,High School,Medium,Kinesthetic
S01963,39,Postgraduate,Low,Kinesthetic
S01964,21,Undergraduate,High,Auditory
S01965,21,Undergraduate,High,Visual
S01966,44,High School,Medium,Reading/Writing
S01967,28,High School,Low,Reading/Writing
S01968,29,High School,Medium,Reading/Writing
S01969,37,Postgraduate,High,Auditory
S01970,29,Undergraduate,Medium,Auditory
S01971,41,Undergraduate,High,Visual
S01972,16,High School,Medium,Kinesthetic
S01973,48,Undergraduate,Medium,Reading/Writing
S01974,34,High School,Medium,Auditory
S01975,36,Postgraduate,Medium,Auditory
S01976,45,High School,Medium,Visual
S01977,26,Undergraduate,High,Auditory
S01978,24,High School,Medium,Reading/Writing
S01979,37,High School,Medium,Kinesthetic
S01980,17,Undergraduate,High,Kinesthetic
S01981,34,Postgraduate,Medium,Reading/Writing
S01982,20,Postgraduate,Medium,Reading/Writing
S01983,40,Postgraduate,Medium,Auditory
S01984,36,High School,High,Visual
S01985,30,Undergraduate,Medium,Auditory
S01986,35,Undergraduate,Low,Reading/Writing
S01987,35,Undergraduate,Medium,Reading/Writing
S01988,43,Postgraduate,Medium,Kinesthetic
S01989,24,Postgraduate,High,Reading/Writing
S01990,24,Undergraduate,Medium,Kinesthetic
S01991,39,Undergraduate,Low,Visual
S01992,34,Undergraduate,Low,Reading/Writing
S01993,39,Undergraduate,Low,Visual
S01994,40,Undergraduate,Low,Reading/Writing
S01995,45,Postgraduate,High,Visual
S01996,37,Undergraduate,Low,Visual
S01997,25,Undergraduate,Low,Reading/Writing
S01998,30,Postgraduate,High,Auditory
S01999,47,Undergraduate,Medium,Reading/Writing
S02000,24,Undergraduate,High,Reading/Writing
S02001,49,Undergraduate,Medium,Visual
S02002,17,Undergraduate,Medium,Visual
S02003,32,Undergraduate,Medium,Reading/Writing
S02004,33,Undergraduate,Medium,Visual
S02005,32,Postgraduate,High,Visual
S02006,49,Undergraduate,Low,Visual
S02007,36,Postgraduate,Medium,Auditory
S02008,35,Undergraduate,Medium,Visual
S02009,38,Undergraduate,High,Kinesthetic
S02010,32,Postgraduate,Medium,Auditory
S02011,49,Postgraduate,Low,Kinesthetic
S02012,19,Postgraduate,Medium,Reading/Writing
S02013,23,Undergraduate,Low,Auditory
S02014,45,Undergraduate,Medium,Auditory
S02015,37,Undergraduate,Low,Auditory
S02016,34,Undergraduate,Medium,Kinesthetic
S02017,30,Postgraduate,Medium,Kinesthetic
S02018,30,Undergraduate,Medium,Visual
S02019,34,Postgraduate,Medium,Kinesthetic
S02020,45,Postgraduate,High,Reading/Writing
S02021,44,High School,High,Auditory
S02022,26,High School,Medium,Visual
S02023,42,Undergraduate,Medium,Visual
S02024,34,High School,Medium,Reading/Writing
S02025,41,High School,Medium,Reading/Writing
S02026,37,Undergraduate,Medium,Reading/Writing
S02027,23,Postgraduate,Medium,Reading/Writing
S02028,26,Undergraduate,Medium,Kinesthetic
S02029,49,Undergraduate,Medium,Kinesthetic
S02030,30,High School,High,Reading/Writing
S02031,32,High School,Medium,Visual
S02032,27,Postgraduate,Medium,Kinesthetic
S02033,43,High School,Low,Kinesthetic
S02034,22,Undergraduate,High,Visual
S02035,39,High School,Medium,Visual
S02036,39,Undergraduate,Medium,Auditory
S02037,35,Postgraduate,High,Auditory
S02038,26,Undergraduate,High,Kinesthetic
S02039,49,Undergraduate,Medium,Auditory
S02040,35,High School,Medium,Reading/Writing
S02041,26,Undergraduate,Medium,Kinesthetic
S02042,49,Undergraduate,High,Reading/Writing
S02043,25,High School,Medium,Visual
S02044,31,High School,Medium,Kinesthetic
S02045,26,Postgraduate,High,Visual
S02046,41,Undergraduate,Medium,Visual
S02047,35,Undergraduate,High,Kinesthetic
S02048,40,High School,High,Reading/Writing
S02049,25,Undergraduate,Medium,Visual
S02050,34,High School,High,Auditory
S02051,21,High School,High,Auditory
S02052,39,High School,Medium,Auditory
S02053,15,Undergraduate,Medium,Visual
S02054,49,Undergraduate,Medium,Reading/Writing
S02055,40,Undergraduate,Medium,Visual
S02056,35,Undergraduate,Low,Reading/Writing
S02057,21,Undergraduate,Low,Visual
S02058,23,Undergraduate,Medium,Auditory
S02059,29,High School,High,Auditory
S02060,48,High School,Medium,Kinesthetic
S02061,45,High School,Medium,Visual
S02062,49,Undergraduate,Low,Auditory
S02063,20,Postgraduate,Medium,Kinesthetic
S02064,49,High School,Low,Kinesthetic
S02065,42,Undergraduate,Medium,Kinesthetic
S02066,38,Undergraduate,High,Reading/Writing
S02067,46,Undergraduate,Medium,Reading/Writing
S02068,41,High School,Medium,Visual
S02069,48,Postgraduate,Medium,Reading/Writing
S02070,36,Undergraduate,Low,Kinesthetic
S02071,31,Undergraduate,High,Visual
S02072,39,High School,Low,Visual
S02073,27,Undergraduate,High,Visual
S02074,20,Postgraduate,Medium,Auditory
S02075,30,Undergraduate,High,Visual
S02076,42,Postgraduate,High,Visual
S02077,22,Undergraduate,Low,Reading/Writing
S02078,33,Undergraduate,High,Auditory
S02079,48,Postgraduate,Medium,Reading/Writing
S02080,40,Undergraduate,Medium,Visual
S02081,46,High School,High,Auditory
S02082,37,Undergraduate,Medium,Visual
S02083,29,Undergraduate,High,Auditory
S02084,37,High School,High,Visual
S02085,49,Postgraduate,Medium,Reading/Writing
S02086,21,High School,Low,Auditory
S02087,40,Postgraduate,Medium,Visual
S02088,24,Undergraduate,Medium,Visual
S02089,39,Postgraduate,High,Auditory
S02090,29,High School,Low,Visual
S02091,29,High School,Low,Reading/Writing
S02092,28,Postgraduate,High,Kinesthetic
S02093,32,Postgraduate,High,Auditory
S02094,48,Postgraduate,High,Auditory
S02095,47,Undergraduate,High,Auditory
S02096,45,Undergraduate,Medium,Reading/Writing
S02097,32,High School,Medium,Kinesthetic
S02098,20,Undergraduate,Low,Reading/Writing
S02099,42,Undergraduate,Medium,Visual
S02100,42,High School,Medium,Auditory
S02101,46,Undergraduate,Medium,Reading/Writing
S02102,26,Undergraduate,High,Reading/Writing
S02103,29,Postgraduate,Low,Auditory
S02104,28,High School,High,Reading/Writing
S02105,34,Undergraduate,Medium,Auditory
S02106,21,Postgraduate,Low,Kinesthetic
S02107,27,Undergraduate,Medium,Reading/Writing
S02108,34,Undergraduate,Medium,Kinesthetic
S02109,47,High School,High,Kinesthetic
S02110,22,Undergraduate,Low,Auditory
S02111,35,Undergraduate,High,Visual
S02112,36,High School,Low,Auditory
S02113,45,Undergraduate,High,Kinesthetic
S02114,31,High School,Medium,Reading/Writing
S02115,39,High School,Medium,Visual
S02116,29,Undergraduate,High,Auditory
S02117,26,Undergraduate,Medium,Visual
S02118,28,Undergraduate,Low,Visual
